KEGG_ko,Core_count,Variable_count,Core_norm,Variable_norm,KO_Difference,Z_score,p_value,BH_corrected_p_value,Bonferroni_corrected_p_value,Significant_BH,Significant_Bonferroni,Description,Preferred_name,PFAMs,Group,
ko:K04088,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,stress-induced mitochondrial fusion,-,"Band_7,SSF",Planctomycetes,
ko:K19710,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,COGs COG0537 Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolase,-,HIT,Planctomycetes,
ko:K04485,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function",radA,"AAA_25,ATPase,ChlI",Planctomycetes,
ko:K04487,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins",iscS,Aminotran_5,Planctomycetes,
ko:K19668,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PKD domain,-,"Beta_helix,CHU_C,Cadherin-like,FlgD_ig,PKD,Pectate_lyase_3",Planctomycetes,
ko:K19424,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Glycosyl transferases group 1,-,"Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1",Planctomycetes,
ko:K04517,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Prephenate dehydrogenase,-,PDH,Planctomycetes,
ko:K04562,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the ParA family,flhG,"AAA_31,CbiA,ParA",Planctomycetes,
ko:K04564,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,sodF,"Sod_Fe_C,Sod_Fe_N",Planctomycetes,
ko:K04567,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the class-II aminoacyl-tRNA synthetase family,lysS,"tRNA-synt_2,tRNA_anti-codon",Planctomycetes,
ko:K04653,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,HupF/HypC family,-,HupF_HypC,Planctomycetes,
ko:K04654,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,hydrogenase expression formation protein HypD,hypD,HypD,Planctomycetes,
ko:K19411,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,protein with conserved CXXC pairs,-,UVR,Planctomycetes,
ko:K19405,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the specific phosphorylation of arginine residues in proteins,mcsB,ATP-gua_Ptrans,Planctomycetes,
ko:K04752,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the P(II) protein family,-,P-II,Planctomycetes,
ko:K06902,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Vacuole effluxer Atg22 like,yxiO,ATG22,Planctomycetes,
ko:K06973,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,zinc metallopeptidase,yugP,Zn_peptidase_2,Planctomycetes,
ko:K06920,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)),queC,QueC,Planctomycetes,
ko:K07798,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Barrel-sandwich domain of CusB or HlyD membrane-fusion,-,"DUF3347,HlyD_D23",Planctomycetes,
ko:K11752,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate",ribD,"RibD_C,dCMP_cyt_deam_1",Planctomycetes,
ko:K11749,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PDZ domain (Also known as DHR,-,"PDZ_2,Peptidase_M50",Planctomycetes,
ko:K08093,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Orotidine 5'-phosphate decarboxylase / HUMPS family,-,"OMPdecase,RraA-like",Planctomycetes,
ko:K11720,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Permease YjgP YjgQ family,-,YjgP_YjgQ,Planctomycetes,
ko:K08094,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,SIS domain,rmpB,SIS,Planctomycetes,
ko:K08234,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,-,"Glyoxalase,Glyoxalase_4",Planctomycetes,
ko:K08256,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,glycosyl transferase group 1,-,"Glyco_trans_1_4,Glyco_transf_4,Glycos_transf_1",Planctomycetes,
ko:K08279,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Phenylacetic acid degradation protein PaaY,caiE,Hexapep,Planctomycetes,
ko:K07787,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,AcrB/AcrD/AcrF family,-,ACR_tran,Planctomycetes,
ko:K08281,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",-,Isochorismatase,Planctomycetes,
ko:K08300,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"TIGRFAM ribonuclease, Rne Rng family",rne,"RNase_E_G,S1",Planctomycetes,
ko:K08315,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,hydrogenase maturation protease,-,HycI,Planctomycetes,
ko:K08316,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Methyltransferase,rsmD,Cons_hypoth95,Planctomycetes,
ko:K11537,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,sulfuric ester hydrolase activity,kbaA,"KbaA,Sulfatase",Planctomycetes,
ko:K08323,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM Mandelate racemase muconate lactonizing enzyme,-,"MR_MLE_C,MR_MLE_N",Planctomycetes,
ko:K08591,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP",plsY,"DUF4149,G3P_acyltransf",Planctomycetes,
ko:K08641,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,zinc D-Ala-D-Ala carboxypeptidase activity,-,"Peptidase_M15,SH3_3,SH3_4,VanY",Planctomycetes,
ko:K11261,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"PFAM formylmethanofuran dehydrogenase, subunit E region",-,"FmdE,zf-dskA_traR",Planctomycetes,
ko:K11183,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PTS HPr component phosphorylation site,-,"PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C,PTS-HPr,PTS_EIIA_1",Planctomycetes,
ko:K08282,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"activity, protein serine threonine kinase activity, protein-tyrosine kinase activity, ATP binding, regulation of transcription, DNA-dependent, protein amino acid phosphorylation",-,"AAA_22,GerE,NB-ARC,Pkinase,TPR_12,TPR_7",Planctomycetes,
ko:K07755,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT),-,Methyltransf_31,Planctomycetes,
ko:K07738,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes,nrdR,ATP-cone,Planctomycetes,
ko:K11753,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,riboflavin biosynthesis protein,ribF,"FAD_syn,Flavokinase",Planctomycetes,
ko:K12573,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs,rnr,"OB_RNB,RNB,S1",Planctomycetes,
ko:K12511,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Secretion system protein,-,T2SSF,Planctomycetes,
ko:K12510,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM Type II secretion system F,-,T2SSF,Planctomycetes,
ko:K12449,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,3-beta hydroxysteroid dehydrogenase/isomerase family,arnA,"Epimerase,Formyl_trans_C,Formyl_trans_N,GDP_Man_Dehyd",Planctomycetes,
ko:K12447,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,UTP--glucose-1-phosphate uridylyltransferase,-,UDPGP,Planctomycetes,
ko:K12349,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,pyrroloquinoline quinone binding,-,"Ceramidase_alk,Ceramidse_alk_C",Planctomycetes,
ko:K12257,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,secD,"SecD_SecF,Sec_GG",Planctomycetes,
ko:K07504,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Type I restriction enzyme R protein N terminus (HSDR_N),-,"HSDR_N,HSDR_N_2",Planctomycetes,
ko:K07533,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,peptidylprolyl isomerase,-,"Rotamase,Rotamase_2,SurA_N_3",Planctomycetes,
ko:K07560,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D-aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl-tRNA entities in vivo and helps enforce protein L-homochirality",dtd,Tyr_Deacylase,Planctomycetes,
ko:K12143,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Formate hydrogenlyase subunit 6 NADH ubiquinone oxidoreductase 23 kD subunit (chain I),-,"Fer4,Fer4_7",Planctomycetes,
ko:K07566,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine,-,"SUA5,Sua5_yciO_yrdC",Planctomycetes,
ko:K12137,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM NADH Ubiquinone plastoquinone (complex I),-,Proton_antipo_M,Planctomycetes,
ko:K11991,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2),tadA,MafB19-deam,Planctomycetes,
ko:K07576,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,nucleic acid phosphodiester bond hydrolysis,-,"Beta-Casp,Lactamase_B,Lactamase_B_2,Lactamase_B_6,RMMBL",Planctomycetes,
ko:K11936,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Glycosyl transferase family 2,-,"Glyco_tranf_2_3,Glycos_transf_2",Planctomycetes,
ko:K11912,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Protein tyrosine kinase,ppkA,Pkinase,Planctomycetes,
ko:K11754,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,folylpolyglutamate synthase,folC,"Mur_ligase_C,Mur_ligase_M",Planctomycetes,
ko:K07636,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"HAMP (Histidine kinases, Adenylyl cyclases, Methyl binding proteins, Phosphatases) domain",phoR,"HAMP,HATPase_c,HisKA,PAS,PAS_4,PAS_8,sCache_like",Planctomycetes,
ko:K07657,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM response regulator receiver,-,"Response_reg,Trans_reg_C",Planctomycetes,
ko:K07710,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Histidine kinase,zraS,"HAMP,HATPase_c,HisKA,PAS,PAS_10,PAS_4,PAS_9,sCache_3_2",Planctomycetes,
ko:K08679,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Male sterility protein,-,GDP_Man_Dehyd,Planctomycetes,
ko:K07503,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Endonuclease NucS,-,NucS,Planctomycetes,
ko:K08723,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,phosphatase activity,-,HAD_2,Planctomycetes,
ko:K08744,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the CDP-alcohol phosphatidyltransferase class-I family,pgsA,CDP-OH_P_transf,Planctomycetes,
ko:K09691,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM ABC transporter related,-,"ABC_tran,Wzt_C",Planctomycetes,
ko:K09981,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Transcription factor zinc-finger,-,zf-TFIIB,Planctomycetes,
ko:K09698,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu),gltX,tRNA-synt_1c,Planctomycetes,
ko:K09955,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Beta-L-arabinofuranosidase, GH127",-,Glyco_hydro_127,Planctomycetes,
ko:K09707,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,ACT domain,-,ACT_7,Planctomycetes,
ko:K09710,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation",rsfS,RsfS,Planctomycetes,
ko:K09949,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Protein of unknown function (DUF1009),-,DUF1009,Planctomycetes,
ko:K09747,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection",-,YbaB_DNA_bd,Planctomycetes,
ko:K09759,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,asparaginyl-tRNA synthetase,aspS,"tRNA-synt_2,tRNA_anti-codon",Planctomycetes,
ko:K09690,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Transport permease protein,tagG,ABC2_membrane,Planctomycetes,
ko:K09933,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the MtfA family,-,"Peptidase_M90,SEC-C",Planctomycetes,
ko:K09761,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit,rsmE,Methyltrans_RNA,Planctomycetes,
ko:K09764,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Protein of unknown function (DUF503),ylxP,DUF503,Planctomycetes,
ko:K09778,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Domain of unknown function (DUF374),-,DUF374,Planctomycetes,
ko:K09791,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,tetraacyldisaccharide 4'-kinase activity,ycaR,Trm112p,Planctomycetes,
ko:K09800,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Protein of unknown function,MA20_30770,"AsmA_1,AsmA_2,DUF3971",Planctomycetes,
ko:K09808,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,ABC-type transport system involved in lipoprotein release permease component,-,"FtsX,MacB_PCD",Planctomycetes,
ko:K09928,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Uncharacterized protein conserved in bacteria (DUF2062),-,DUF2062,Planctomycetes,
ko:K09810,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner",lolD,ABC_tran,Planctomycetes,
ko:K09903,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the reversible phosphorylation of UMP to UDP,pyrH,AA_kinase,Planctomycetes,
ko:K09760,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,RmuC family,rmuC,RmuC,Planctomycetes,
ko:K09988,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,D-lyxose isomerase,-,Lyx_isomer,Planctomycetes,
ko:K09992,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Trehalose utilisation,-,"GSDH,ThuA",Planctomycetes,
ko:K09181,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"synthetase (ADP forming), alpha",-,"ATP-grasp_5,Acetyltransf_1,CoA_binding_2,Succ_CoA_lig",Planctomycetes,
ko:K11175,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate",purN,Formyl_trans_N,Planctomycetes,
ko:K11065,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides",tpx,"AhpC-TSA,Redoxin",Planctomycetes,
ko:K10943,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM sigma-54 factor interaction domain-containing protein,-,"HTH_8,Response_reg,Sigma54_activat",Planctomycetes,
ko:K08963,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P),mtnA,IF-2B,Planctomycetes,
ko:K08998,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Could be involved in insertion of integral membrane proteins into the membrane,-,Haemolytic,Planctomycetes,
ko:K08999,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Bifunctional nuclease,-,DNase-RNase,Planctomycetes,
ko:K10907,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM Aminotransferase class I and II,-,Aminotran_1_2,Planctomycetes,
ko:K10778,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,".,Oxidizes proline to glutamate for use as a carbon and nitrogen source",vapB43,RHH_1,Planctomycetes,
ko:K10563,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Formamidopyrimidine-DNA glycosylase H2TH domain,-,"Fapy_DNA_glyco,H2TH,zf-FPG_IleRS",Planctomycetes,
ko:K09116,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Protein of unknown function DUF89,-,DUF89,Planctomycetes,
ko:K09121,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the LarC family,-,DUF111,Planctomycetes,
ko:K10241,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM binding-protein-dependent transport systems inner membrane component,-,BPD_transp_1,Planctomycetes,
ko:K09122,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Mut7-C RNAse domain,-,"Mut7-C,Ub-Mut7C",Planctomycetes,
ko:K10237,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM binding-protein-dependent transport systems inner membrane component,-,BPD_transp_1,Planctomycetes,
